project_id,Activity ID,Activity Name,WBS,Baseline Start,Baseline Finish,Start,Finish,Actual Start,Actual Finish,Remaining Duration,Total Float,Free Float,Critical,Longest Path,Predecessors,Successors,Remaining Units,Budgeted Units,Physical % Complete
The Big -P.01-UP-20-April-26,E-APP-B03-3RD-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs  (B03) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.3rdF,21-Jan-26,02-Feb-26,07-Jan-26,12-Feb-26,07-Jan-26,12-Feb-26,0,0,0,No,No,"E-SUB-B03-3RD-1000, E-SUB-B03-3RD-1000","CON-B03-3RD-1010, CON-B03-3RD-1020",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B03-3RD-1030,Approval for Slabs Conc. Dim.  & RFT DWGs  (B03) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.3rdF,02-Feb-26,12-Feb-26,15-Jun-26,25-Jun-26,,,10,108,199,No,No,"E-SUB-B03-3RD-1030, E-SUB-B03-3RD-1030","CON-B03-3RD-1040, CON-B03-3RD-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B03-3RD-1020,Approval for Beams Conc. Dim.  & RFT DWGs  (B03) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.3rdF,29-Jan-26,09-Feb-26,11-Jun-26,22-Jun-26,,,10,111,202,No,No,"E-SUB-B03-3RD-1020, E-SUB-B03-3RD-1020","CON-B03-3RD-1040, CON-B03-3RD-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B03-3RD-1010,Approval for Stairs Conc. Dim.  & RFT DWGs  (B03) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.3rdF,26-Jan-26,05-Feb-26,01-Feb-26,25-Mar-26,01-Feb-26,25-Mar-26,0,0,0,No,No,"E-SUB-B03-3RD-1010, E-SUB-B03-3RD-1010","CON-B03-3RD-1040, CON-B03-3RD-1050",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B03-4TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs  (B03) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.4thF,10-Feb-26,21-Feb-26,07-Jan-26,12-Feb-26,07-Jan-26,12-Feb-26,0,0,0,No,No,"E-SUB-B03-4TH-1000, E-SUB-B03-4TH-1000","CON-B03-4TH-1010, CON-B03-4TH-1020",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B03-4TH-1030,Approval for Slabs Conc. Dim.  & RFT DWGs  (B03) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.4thF,21-Feb-26,03-Mar-26,15-Jun-26,25-Jun-26,,,10,162,253,No,No,"E-SUB-B03-4TH-1030, E-SUB-B03-4TH-1030","CON-B03-4TH-1040, CON-B03-4TH-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B03-4TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs  (B03) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.4thF,17-Feb-26,28-Feb-26,11-Jun-26,22-Jun-26,,,10,165,256,No,No,"E-SUB-B03-4TH-1020, E-SUB-B03-4TH-1020","CON-B03-4TH-1040, CON-B03-4TH-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B03-4TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs  (B03) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.4thF,14-Feb-26,24-Feb-26,01-Feb-26,25-Mar-26,01-Feb-26,25-Mar-26,0,0,0,No,No,"E-SUB-B03-4TH-1010, E-SUB-B03-4TH-1010","CON-B03-4TH-1040, CON-B03-4TH-1050",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B03-RF-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs  (B03) (RF),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.RF,24-Feb-26,07-Mar-26,07-Jan-26,12-Feb-26,07-Jan-26,12-Feb-26,0,0,0,No,No,"E-SUB-B03-RF-1000, E-SUB-B03-RF-1000","CON-B03-RF-1020, CON-B03-RF-1010",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B03-RF-1020,Approval for Slabs Conc. Dim.  & RFT DWGs  (B03) (RF),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.RF,03-Mar-26,14-Mar-26,15-Jun-26,25-Jun-26,,,10,200,291,No,No,"E-SUB-B03-RF-1020, E-SUB-B03-RF-1020","CON-B03-RF-1040, CON-B03-RF-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B03-RF-1010,Approval for Beams Conc. Dim.  & RFT DWGs  (B03) (RF),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.RF,28-Feb-26,10-Mar-26,11-Jun-26,22-Jun-26,,,10,203,294,No,No,"E-SUB-B03-RF-1010, E-SUB-B03-RF-1010","CON-B03-RF-1040, CON-B03-RF-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B04-REP-1000,Approval for General Replacement Plan & Typical Sections for Replacement / Backfilling DWGs (B04),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.1,11-Nov-25,22-Nov-25,11-Nov-25,22-Nov-25,11-Nov-25,22-Nov-25,0,0,0,No,No,"E-SUB-B04-REP-1000, E-SUB-B04-REP-1000",CON-EW-B04-1000,0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-FOOT-1010,Approval for PC Raft Conc. Dim. DWGs (B04) (footing),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.F,29-Oct-25,09-Nov-25,30-Nov-25,10-Dec-25,30-Nov-25,10-Dec-25,0,0,0,No,No,"E-SUB-B04-FOOT-1010, E-SUB-B04-FOOT-1010",CON-B04-FOOT-1000,0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-FOOT-1020,Approval for RC Raft & Footings Conc. Dim. DWGs (B04) (footing),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.F,02-Nov-25,12-Nov-25,30-Nov-25,10-Dec-25,30-Nov-25,10-Dec-25,0,0,0,No,No,"E-SUB-B04-FOOT-1020, E-SUB-B04-FOOT-1020","CON-B04-FOOT-1040, CON-B04-FOOT-1060",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-FOOT-1030,Approval for RC Raft & Footings RFT DWGs (B04) (footing),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.F,06-Nov-25,17-Nov-25,30-Nov-25,10-Dec-25,30-Nov-25,10-Dec-25,0,0,0,No,No,"E-SUB-B04-FOOT-1030, E-SUB-B04-FOOT-1030","CON-B04-FOOT-1050, CON-B04-FOOT-1070",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-FOOT-1000,Approval for  Waterproofing Layout Plan (B04),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.F,13-Oct-25,23-Oct-25,30-Nov-25,10-Dec-25,30-Nov-25,10-Dec-25,0,0,0,No,No,"E-SUB-B04-FOOT-1000, E-SUB-B04-FOOT-1000","CON-B04-FOOT-1030, CON-B04-WT-1050, CON-B04-FOOT-1110, CON-B04-SOG-1020, CON-B04-WT-1200",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-BAS02-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.2ndF,01-Dec-25,11-Dec-25,01-Feb-26,12-Feb-26,01-Feb-26,12-Feb-26,0,0,0,No,No,"E-SUB-B04-BAS02-1000, E-SUB-B04-BAS02-1000","CON-B04-BAS02-1010, CON-B04-BAS02-1020",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-BAS02-1040,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.2ndF,15-Dec-25,25-Dec-25,01-Mar-26,05-Mar-26,01-Mar-26,05-Mar-26,0,0,0,No,No,"E-SUB-B04-BAS02-1040, E-SUB-B04-BAS02-1040","CON-B04-BAS02-1040, CON-B04-BAS02-1060",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-BAS02-1030,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.2ndF,11-Dec-25,22-Dec-25,24-Feb-26,02-Mar-26,24-Feb-26,02-Mar-26,0,0,0,No,No,"E-SUB-B04-BAS02-1030, E-SUB-B04-BAS02-1030","CON-B04-BAS02-1040, CON-B04-BAS02-1060",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-BAS02-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.2ndF,04-Dec-25,15-Dec-25,08-Feb-26,18-Feb-26,08-Feb-26,18-Feb-26,0,0,0,No,No,"E-SUB-B04-BAS02-1010, E-SUB-B04-BAS02-1010","CON-B04-BAS02-1050, CON-B04-BAS02-1080",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-BAS02-1020,Approval for Ramps Conc. Dim.  & RFT DWGs (B04) (Bas 02),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.2ndF,08-Dec-25,18-Dec-25,01-Mar-26,02-Mar-26,01-Mar-26,02-Mar-26,0,0,0,No,No,"E-SUB-B04-BAS02-1020, E-SUB-B04-BAS02-1020","CON-B04-BAS02-1050, CON-B04-BAS02-1090",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-WT-1000,Approval for PC Raft Conc. Dim. DWGs (B04) (Water Tank),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.2ndF.WT,04-Oct-25,15-Oct-25,07-Oct-25,17-Dec-25,07-Oct-25,17-Dec-25,0,0,0,No,No,"E-SUB-B04-WT-1000, E-SUB-B04-WT-1000",CON-B04-WT-1020,0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-WT-1010,Approval for RC Raft Conc. Dim. DWGs (B04) (Water Tank),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.2ndF.WT,08-Oct-25,19-Oct-25,18-Nov-25,29-Nov-25,18-Nov-25,29-Nov-25,0,0,0,No,No,"E-SUB-B04-WT-1010, E-SUB-B04-WT-1010",CON-B04-WT-1060,0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-WT-1030,Approval for Col. & Walls DWGs (B04) (Water Tank),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.2ndF.WT,15-Oct-25,26-Oct-25,01-Dec-25,11-Dec-25,01-Dec-25,11-Dec-25,0,0,0,No,No,"E-SUB-B04-WT-1030, E-SUB-B04-WT-1030","CON-B04-WT-1100, CON-B04-WT-1110",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-WT-1040,Approval for Slabs DWGs (B04) (Water Tank),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.2ndF.WT,19-Oct-25,29-Oct-25,01-Dec-25,11-Dec-25,01-Dec-25,11-Dec-25,0,0,0,No,No,"E-SUB-B04-WT-1040, E-SUB-B04-WT-1040","CON-B04-WT-1150, CON-B04-WT-1160",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-WT-1020,Approval for RC Raft RFT DWGs (B04) (Water Tank),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.2ndF.WT,12-Oct-25,22-Oct-25,22-Nov-25,02-Dec-25,22-Nov-25,02-Dec-25,0,0,0,No,No,"E-SUB-B04-WT-1020, E-SUB-B04-WT-1020",CON-B04-WT-1070,0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-SOG-1000,Approval for S.O.G Conc. Dim. DWGs (B04) (Sog),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.2ndF.SOG,04-Apr-26,15-Apr-26,26-May-26,10-Jun-26,,,10,208,55,No,No,"E-SUB-B04-SOG-1000, E-SUB-B04-SOG-1000",CON-B04-SOG-1040,0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B04-SOG-1010,Approval for S.O.G RFT DWGs (B04) (Sog),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.2ndF.SOG,07-Apr-26,19-Apr-26,03-Jun-26,14-Jun-26,,,10,205,52,No,No,"E-SUB-B04-SOG-1010, E-SUB-B04-SOG-1010",CON-B04-SOG-1040,0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B04-BAS01-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.1stB,21-Dec-25,31-Dec-25,01-Feb-26,12-Feb-26,01-Feb-26,12-Feb-26,0,0,0,No,No,"E-SUB-B04-BAS01-1000, E-SUB-B04-BAS01-1000","CON-B04-BAS01-1010, CON-B04-BAS01-1020",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-BAS01-1040,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.1stB,04-Jan-26,15-Jan-26,01-Mar-26,05-Mar-26,01-Mar-26,05-Mar-26,0,0,0,No,No,"E-SUB-B04-BAS01-1040, E-SUB-B04-BAS01-1040","CON-B04-BAS01-1040, CON-B04-BAS01-1070",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-BAS01-1030,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.1stB,31-Dec-25,12-Jan-26,24-Feb-26,02-Mar-26,24-Feb-26,02-Mar-26,0,0,0,No,No,"E-SUB-B04-BAS01-1030, E-SUB-B04-BAS01-1030","CON-B04-BAS01-1040, CON-B04-BAS01-1070",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-BAS01-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.1stB,24-Dec-25,04-Jan-26,08-Feb-26,18-Feb-26,08-Feb-26,18-Feb-26,0,0,0,No,No,"E-SUB-B04-BAS01-1010, E-SUB-B04-BAS01-1010","CON-B04-BAS01-1060, CON-B04-BAS01-1090",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-BAS01-1020,Approval for Ramps Conc. Dim.  & RFT DWGs (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.1stB,28-Dec-25,08-Jan-26,01-Mar-26,02-Mar-26,01-Mar-26,02-Mar-26,0,0,0,No,No,"E-SUB-B04-BAS01-1020, E-SUB-B04-BAS01-1020","CON-B04-BAS01-1080, CON-B04-BAS01-1050",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-GR-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (GF),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.GF,05-Jan-26,17-Jan-26,01-Feb-26,12-Feb-26,01-Feb-26,12-Feb-26,0,0,0,No,No,"E-SUB-B04-GR-1000, E-SUB-B04-GR-1000","CON-B04-GR-1010, CON-B04-GR-1020",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-GR-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (GF),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.GF,17-Jan-26,28-Jan-26,15-Jun-26,25-Jun-26,,,10,-45,45,Yes,No,"E-SUB-B04-GR-1030, E-SUB-B04-GR-1030","CON-B04-GR-1040, CON-B04-GR-1060",0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B04-GR-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (GF),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.GF,13-Jan-26,24-Jan-26,11-Jun-26,22-Jun-26,,,10,-42,48,Yes,No,"E-SUB-B04-GR-1020, E-SUB-B04-GR-1020","CON-B04-GR-1040, CON-B04-GR-1060",0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B04-GR-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (GF),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.GF,10-Jan-26,20-Jan-26,08-Feb-26,18-Feb-26,08-Feb-26,18-Feb-26,0,0,0,No,No,"E-SUB-B04-GR-1010, E-SUB-B04-GR-1010","CON-B04-GR-1050, CON-B04-GR-1070",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (1st),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.1stF,17-Jan-26,28-Jan-26,01-Feb-26,12-Feb-26,01-Feb-26,12-Feb-26,0,0,0,No,No,"E-SUB-B04-1ST-1000, E-SUB-B04-1ST-1000","CON-B04-1ST-1010, CON-B04-1ST-1020",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-1ST-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (1st),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.1stF,28-Jan-26,08-Feb-26,15-Jun-26,25-Jun-26,,,10,-19,86,Yes,No,"E-SUB-B04-1ST-1030, E-SUB-B04-1ST-1030","CON-B04-1ST-1040, CON-B04-1ST-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B04-1ST-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (1st),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.1stF,24-Jan-26,04-Feb-26,11-Jun-26,22-Jun-26,,,10,-16,89,Yes,No,"E-SUB-B04-1ST-1020, E-SUB-B04-1ST-1020","CON-B04-1ST-1040, CON-B04-1ST-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B04-1ST-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (1st),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.1stF,20-Jan-26,01-Feb-26,08-Feb-26,18-Feb-26,08-Feb-26,18-Feb-26,0,0,0,No,No,"E-SUB-B04-1ST-1010, E-SUB-B04-1ST-1010","CON-B04-1ST-1040, CON-B04-1ST-1050",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-2ND-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (2nd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.2ndF,01-Feb-26,11-Feb-26,01-Feb-26,12-Feb-26,01-Feb-26,12-Feb-26,0,0,0,No,No,"E-SUB-B04-2ND-1000, E-SUB-B04-2ND-1000","CON-B04-2ND-1010, CON-B04-2ND-1020",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-2ND-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (2nd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.2ndF,11-Feb-26,22-Feb-26,15-Jun-26,25-Jun-26,,,10,15,120,No,No,"E-SUB-B04-2ND-1030, E-SUB-B04-2ND-1030","CON-B04-2ND-1040, CON-B04-2ND-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B04-2ND-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (2nd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.2ndF,08-Feb-26,18-Feb-26,11-Jun-26,22-Jun-26,,,10,18,123,No,No,"E-SUB-B04-2ND-1020, E-SUB-B04-2ND-1020","CON-B04-2ND-1040, CON-B04-2ND-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B04-2ND-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (2nd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.2ndF,04-Feb-26,15-Feb-26,08-Feb-26,18-Feb-26,08-Feb-26,18-Feb-26,0,0,0,No,No,"E-SUB-B04-2ND-1010, E-SUB-B04-2ND-1010","CON-B04-2ND-1040, CON-B04-2ND-1050",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-2RD-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.3rdF,15-Feb-26,25-Feb-26,01-Feb-26,12-Feb-26,01-Feb-26,12-Feb-26,0,0,0,No,No,"E-SUB-B04-3RD-1000, E-SUB-B04-3RD-1000","CON-B04-3RD-1010, CON-B04-3RD-1020",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-2RD-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.3rdF,25-Feb-26,08-Mar-26,15-Jun-26,25-Jun-26,,,10,49,155,No,No,"E-SUB-B04-3RD-1030, E-SUB-B04-3RD-1030","CON-B04-3RD-1040, CON-B04-3RD-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B04-2RD-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.3rdF,22-Feb-26,04-Mar-26,11-Jun-26,22-Jun-26,,,10,52,158,No,No,"E-SUB-B04-3RD-1020, E-SUB-B04-3RD-1020","CON-B04-3RD-1040, CON-B04-3RD-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B04-2RD-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.3rdF,18-Feb-26,01-Mar-26,08-Feb-26,18-Feb-26,08-Feb-26,18-Feb-26,0,0,0,No,No,"E-SUB-B04-3RD-1010, E-SUB-B04-3RD-1010","CON-B04-3RD-1040, CON-B04-3RD-1050",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-4TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.4thF,01-Mar-26,11-Mar-26,01-Feb-26,12-Feb-26,01-Feb-26,12-Feb-26,0,0,0,No,No,"E-SUB-B04-4TH-1000, E-SUB-B04-4TH-1000","CON-B04-4TH-1010, CON-B04-4TH-1020",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-4TH-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.4thF,11-Mar-26,26-Mar-26,15-Jun-26,25-Jun-26,,,10,81,187,No,No,"E-SUB-B04-4TH-1030, E-SUB-B04-4TH-1030","CON-B04-4TH-1040, CON-B04-4TH-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B04-4TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.4thF,08-Mar-26,23-Mar-26,11-Jun-26,22-Jun-26,,,10,84,190,No,No,"E-SUB-B04-4TH-1020, E-SUB-B04-4TH-1020","CON-B04-4TH-1040, CON-B04-4TH-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B04-4TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.4thF,04-Mar-26,15-Mar-26,08-Feb-26,18-Feb-26,08-Feb-26,18-Feb-26,0,0,0,No,No,"E-SUB-B04-4TH-1010, E-SUB-B04-4TH-1010","CON-B04-4TH-1040, CON-B04-4TH-1050",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-5TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (5th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.5thF,25-Mar-26,05-Apr-26,01-Feb-26,12-Feb-26,01-Feb-26,12-Feb-26,0,0,0,No,No,"E-SUB-B04-5TH-1000, E-SUB-B04-5TH-1000","CON-B04-5TH-1010, CON-B04-5TH-1020",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-5TH-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (5th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.5thF,05-Apr-26,16-Apr-26,15-Jun-26,25-Jun-26,,,10,113,219,No,No,"E-SUB-B04-5TH-1030, E-SUB-B04-5TH-1030","CON-B04-5TH-1040, CON-B04-5TH-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B04-5TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (5th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.5thF,01-Apr-26,12-Apr-26,11-Jun-26,22-Jun-26,,,10,116,222,No,No,"E-SUB-B04-5TH-1020, E-SUB-B04-5TH-1020","CON-B04-5TH-1040, CON-B04-5TH-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B04-5TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (5th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.5thF,29-Mar-26,08-Apr-26,08-Feb-26,18-Feb-26,08-Feb-26,18-Feb-26,0,0,0,No,No,"E-SUB-B04-5TH-1010, E-SUB-B04-5TH-1010","CON-B04-5TH-1040, CON-B04-5TH-1050",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-6TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (6th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.6thF,09-Apr-26,21-Apr-26,01-Feb-26,12-Feb-26,01-Feb-26,12-Feb-26,0,0,0,No,No,"E-SUB-B04-6TH-1000, E-SUB-B04-6TH-1000","CON-B04-6TH-1020, CON-B04-6TH-1010",0.0,0,1.0
The Big -P.01-UP-20-April-26,E-APP-B04-6TH-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (6th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.6thF,21-Apr-26,02-May-26,15-Jun-26,25-Jun-26,,,10,140,247,No,No,"E-SUB-B04-6TH-1030, E-SUB-B04-6TH-1030","CON-B04-6TH-1040, CON-B04-6TH-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,E-APP-B04-6TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (6th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.6thF,18-Apr-26,28-Apr-26,11-Jun-26,22-Jun-26,,,10,143,250,No,No,"E-SUB-B04-6TH-1020, E-SUB-B04-6TH-1020","CON-B04-6TH-1040, CON-B04-6TH-1050",0.0,0,0.0
