project_id,Resource ID,Activity ID,Activity Name,Original Duration,Planned Start,Planned Finish,Start,Finish,Budgeted Units,Actual Units,Remaining Units,Units % Complete,Budgeted Units / Time,Drive Activity Dates,Default Units / Time,Price / Unit,Remaining Units / Time,Max Units/Time,Calculate costs from units,Budgeted Cost ,Spreadsheet Field
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B03-BAS01-1070,RFT for Stairs (B03) (Bas 01),6,18-Jul-26,25-Jul-26,18-Jul-26,25-Jul-26,0.8,0.0,0.8,0%,0.13/d,Yes,8.00/d,$1.00/unit,0.13/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B04-SOG-1040,Shuttering & RFT for S.O.G (B04) (Sog),15,17-Aug-26,3-Sep-26,17-Aug-26,3-Sep-26,5.35,0.0,5.35,0%,0.36/d,Yes,8.00/d,$1.00/unit,0.36/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B03-SOG-1040,Shuttering & RFT for S.O.G (B03) (sog),10,5-Aug-26,16-Aug-26,5-Aug-26,16-Aug-26,2.76,0.0,2.76,0%,0.28/d,Yes,8.00/d,$1.00/unit,0.28/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-GR-1010,"RFT for Walls, Col. & Cores (B01) (GR)",10,16-Aug-26,29-Aug-26,16-Aug-26,29-Aug-26,21.08,0.0,21.08,0%,2.11/d,Yes,8.00/d,$1.00/unit,2.11/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-GR-1060,RFT for Slabs & Beams (B01) (GR),10,9-Sep-26,21-Sep-26,9-Sep-26,21-Sep-26,36.57,0.0,36.57,0%,3.66/d,Yes,8.00/d,$1.00/unit,3.66/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-GR-1070,RFT for Stairs  (B01) (GR),8,7-Sep-26,16-Sep-26,7-Sep-26,16-Sep-26,1.61,0.0,1.61,0%,0.20/d,Yes,8.00/d,$1.00/unit,0.20/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B02-GR-1010,"RFT for Walls, Col. & Cores (B02) (GR)",12,16-Jul-26,30-Jul-26,16-Jul-26,30-Jul-26,12.09,0.0,12.09,0%,1.01/d,Yes,8.00/d,$1.00/unit,1.01/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B02-GR-1060,RFT for Slabs & Beams (B02) (GR),12,12-Aug-26,25-Aug-26,12-Aug-26,25-Aug-26,46.48,0.0,46.48,0%,3.87/d,Yes,8.00/d,$1.00/unit,3.87/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B02-GR-1070,RFT for Stairs  (B02) (GR),8,9-Aug-26,17-Aug-26,9-Aug-26,17-Aug-26,1.52,0.0,1.52,0%,0.19/d,Yes,8.00/d,$1.00/unit,0.19/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B04-GR-1010,"RFT for Walls, Col. & Cores (B04) (GR)",9,8-Aug-26,17-Aug-26,8-Aug-26,17-Aug-26,21.19,0.0,21.19,0%,2.35/d,Yes,8.00/d,$1.00/unit,2.35/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B04-GR-1060,RFT for Slabs & Beams (B04) (GR),5,24-Aug-26,30-Aug-26,24-Aug-26,30-Aug-26,43.46,0.0,43.46,0%,8.69/d,Yes,8.00/d,$1.00/unit,8.69/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B04-GR-1070,RFT for Stairs  (B04) (GR),4,25-Aug-26,30-Aug-26,25-Aug-26,30-Aug-26,1.07,0.0,1.07,0%,0.27/d,Yes,8.00/d,$1.00/unit,0.27/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B03-GR-1010,"RFT for Walls, Col. & Cores (B03) (GR)",8,2-Aug-26,10-Aug-26,2-Aug-26,10-Aug-26,16.16,0.0,16.16,0%,2.02/d,Yes,8.00/d,$1.00/unit,2.02/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B03-GR-1060,RFT for Slabs & Beams (B03) (GR),5,19-Aug-26,24-Aug-26,19-Aug-26,24-Aug-26,32.55,0.0,32.55,0%,6.51/d,Yes,8.00/d,$1.00/unit,6.51/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B03-GR-1070,RFT for Stairs  (B03) (GR),4,20-Aug-26,24-Aug-26,20-Aug-26,24-Aug-26,1.61,0.0,1.61,0%,0.40/d,Yes,8.00/d,$1.00/unit,0.40/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-6TH-1010,"RFT for Walls, Col. & Cores (B01) (6th)",6,12-Apr-27,19-Apr-27,12-Apr-27,19-Apr-27,11.34,0.0,11.34,0%,1.89/d,Yes,8.00/d,$1.00/unit,1.89/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-6TH-1050,"RFT for Slabs, Beams & Stairs (B01) (6th)",9,1-May-27,11-May-27,1-May-27,11-May-27,30.75,0.0,30.75,0%,3.42/d,Yes,8.00/d,$1.00/unit,3.42/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-7TH-1010,"RFT for Walls, Col. & Cores (B01) (7th)",5,16-May-27,22-May-27,16-May-27,22-May-27,11.34,0.0,11.34,0%,2.27/d,Yes,8.00/d,$1.00/unit,2.27/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-7TH-1050,"RFT for Slabs, Beams & Stairs (B01) (7th)",9,1-Jun-27,12-Jun-27,1-Jun-27,12-Jun-27,30.77,0.0,30.77,0%,3.42/d,Yes,8.00/d,$1.00/unit,3.42/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-8TH-1010,"RFT for Walls, Col. & Cores (B01) (8th)",5,16-Jun-27,22-Jun-27,16-Jun-27,22-Jun-27,11.34,0.0,11.34,0%,2.27/d,Yes,8.00/d,$1.00/unit,2.27/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-8TH-1050,"RFT for Slabs, Beams & Stairs (B01) (8th)",8,30-Jun-27,10-Jul-27,30-Jun-27,10-Jul-27,29.08,0.0,29.08,0%,3.64/d,Yes,8.00/d,$1.00/unit,3.64/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-1ST-1010,"RFT for Walls, Col. & Cores (B01) (1st)",7,28-Sep-26,7-Oct-26,28-Sep-26,7-Oct-26,13.53,0.0,13.53,0%,1.93/d,Yes,8.00/d,$1.00/unit,1.93/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-1ST-1050,"RFT for Slabs, Beams & Stairs(B01) (1st)",12,18-Oct-26,1-Nov-26,18-Oct-26,1-Nov-26,38.17,0.0,38.17,0%,3.18/d,Yes,8.00/d,$1.00/unit,3.18/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-2ND-1010,"RFT for Walls, Col. & Cores (B01) (2nd)",7,8-Nov-26,16-Nov-26,8-Nov-26,16-Nov-26,13.47,0.0,13.47,0%,1.92/d,Yes,8.00/d,$1.00/unit,1.92/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-2ND-1050,"RFT for Slabs, Beams & Stairs (B01) (2nd)",8,26-Nov-26,6-Dec-26,26-Nov-26,6-Dec-26,38.02,0.0,38.02,0%,4.75/d,Yes,8.00/d,$1.00/unit,4.75/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-3RD-1010,"RFT for Walls, Col. & Cores (B01) (3rd)",7,14-Dec-26,22-Dec-26,14-Dec-26,22-Dec-26,11.34,0.0,11.34,0%,1.62/d,Yes,8.00/d,$1.00/unit,1.62/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-3RD-1050,"RFT for Slabs, Beams & Stairs (B01) (3rd)",10,2-Jan-27,14-Jan-27,2-Jan-27,14-Jan-27,30.81,0.0,30.81,0%,3.08/d,Yes,8.00/d,$1.00/unit,3.08/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-4TH-1010,"RFT for Walls, Col. & Cores (B01) (4th)",7,23-Jan-27,1-Feb-27,23-Jan-27,1-Feb-27,11.34,0.0,11.34,0%,1.62/d,Yes,8.00/d,$1.00/unit,1.62/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-4TH-1050,"RFT for Slabs, Beams & Stairs (B01) (4th)",12,11-Feb-27,25-Feb-27,11-Feb-27,25-Feb-27,30.83,0.0,30.83,0%,2.57/d,Yes,8.00/d,$1.00/unit,2.57/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-5TH-1010,"RFT for Walls, Col. & Cores (B01) (5th)",6,6-Mar-27,16-Mar-27,6-Mar-27,16-Mar-27,11.34,0.0,11.34,0%,1.89/d,Yes,8.00/d,$1.00/unit,1.89/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-5TH-1050,"RFT for Slabs, Beams & Stairs (B01) (5th)",9,27-Mar-27,6-Apr-27,27-Mar-27,6-Apr-27,30.78,0.0,30.78,0%,3.42/d,Yes,8.00/d,$1.00/unit,3.42/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-9TH-1010,"RFT for Walls, Col. & Cores (B01) (RF)",2,17-Jul-27,19-Jul-27,17-Jul-27,19-Jul-27,3.92,0.0,3.92,0%,1.96/d,Yes,8.00/d,$1.00/unit,1.96/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B01-9TH-1050,"RFT for Slabs, Beams  (B01) (RF)",3,22-Jul-27,26-Jul-27,22-Jul-27,26-Jul-27,3.73,0.0,3.73,0%,1.24/d,Yes,8.00/d,$1.00/unit,1.24/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B02-1ST-1010,"RFT for Walls, Col. & Cores (B02) (1st)",10,17-Sep-26,28-Sep-26,17-Sep-26,28-Sep-26,7.15,0.0,7.15,0%,0.72/d,Yes,8.00/d,$1.00/unit,0.72/d,8.00/d,Yes,$0.00 ,Budgeted Units
The Big -P.01-UP-20-April-26,  BIG.Q.Rft,CON-B02-1ST-1050,"RFT for Slabs, Beams & Stairs (B02) (1st)",12,11-Oct-26,24-Oct-26,11-Oct-26,24-Oct-26,41.29,0.0,41.29,0%,3.44/d,Yes,8.00/d,$1.00/unit,3.44/d,8.00/d,Yes,$0.00 ,Budgeted Units
