project_id,wbs_id,cost_code,activity_name,budget_cost,committed_cost,actual_cost,forecast_cost
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B01.SUP.4thF,E-APP-B01-4TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B01) (4th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B01.SUP.5thF,E-APP-B01-5TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B01) (5th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B01.SUP.6thF,E-APP-B01-6TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B01) (6th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B01.SUP.7thF,E-APP-B01-7TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B01) (7th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B01.SUP.8thF,E-APP-B01-8TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B01) (8th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B01.SUB.1stB,E-APP-B01-BAS01-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B01) (Bas 01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B01.SUB.2ndB,E-APP-B01-BAS02-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B01) (Bas 02),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B02.SUP.1stF,E-APP-B02-1ST-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B02) (1st),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B02.SUP.2ndF,E-APP-B02-2ND-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B02) (2nd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B02.SUP.3rdF,E-APP-B02-3RD-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B02) (3rd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B02.SUP.4thF,E-APP-B02-4TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B02) (4th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B02.SUB.1stB,E-APP-B02-BAS01-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B02) (Bas 01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B02.SUB.2ndB,E-APP-B02-BAS02-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B02) (Bas 02),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P02.B02.SUP.GF,E-APP-B02-GR-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B02) (GF),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUP.1stF,E-APP-B04-1ST-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (1st),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUP.2ndF,E-APP-B04-2ND-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (2nd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUP.3rdF,E-APP-B04-2RD-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (3rd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUP.4thF,E-APP-B04-4TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (4th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUP.5thF,E-APP-B04-5TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (5th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUP.6thF,E-APP-B04-6TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (6th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUP.7thF,E-APP-B04-7TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (7th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUP.8thF,E-APP-B04-8TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (8th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUB.1stB,E-APP-B04-BAS01-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (Bas 01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUB.2ndF,E-APP-B04-BAS02-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (Bas 02),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.EN.2.A.P01.B04.SUP.GF,E-APP-B04-GR-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (GF),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUP.1stF,AB-APP-B03-1ST-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (1st),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUP.2ndF,AB-APP-B03-2ND-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (2nd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUP.3rdF,AB-APP-B03-3RD-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (3rd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUP.4thF,AB-APP-B03-4TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (4th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUB.2,AB-APP-B03-BAS1-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (Bas 01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUB.3,AB-APP-B03-BAS2-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (Bas 02),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B03.SUP.GF,AB-APP-B03-GR-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (GF),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUP.GF,AB-APP-B01-GR-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01)  (GF),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUP.1stF,AB-APP-B01-1ST-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (1st),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUP.2ndF,AB-APP-B01-2ND-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (2nd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUP.3rdF,AB-APP-B01-3RD-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (3rd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUP.4thF,AB-APP-B01-4TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (4th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUP.5thF,AB-APP-B01-5TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUP.6thF,AB-APP-B01-6TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (6th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUP.7thF,AB-APP-B01-7TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (7th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUP.8thF,AB-APP-B01-8TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (8th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUB.1stB,AB-APP-B01-BAS1-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B01.SUB.2ndB,AB-APP-B01-BAS2-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 02),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUP.1stF,AB-APP-B02-1ST-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (1st),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUP.2ndF,AB-APP-B02-2ND-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (2nd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUP.3rdF,AB-APP-B02-3RD-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (3rd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUP.4thF,AB-APP-B02-4TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (4th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUB.1stB,AB-APP-B02-BAS1-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (Bas 01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUB.2ndB,AB-APP-B02-BAS2-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (Bas 02),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P02.B02.SUP.GF,AB-APP-B02-GR-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (GF),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUP.1stF,AB-APP-B04-1ST-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (1st),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUP.2ndF,AB-APP-B04-2ND-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (2nd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUP.3rdF,AB-APP-B04-3TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (3rd),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUP.4thF,AB-APP-B04-4TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (4th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUP.5thF,AB-APP-B04-5TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUP.6thF,AB-APP-B04-6TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUP.7thF,AB-APP-B04-7TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (7th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUP.8thF,AB-APP-B04-8TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (8th),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUB.1stB,AB-APP-B04-BAS1-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUB.2ndF,AB-APP-B04-BAS2-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 02),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.HO.1.A.P01.B04.SUP.GF,AB-APP-B04-GR-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (GF),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.P.MS.SA,P-MA-1040,Approval for Waterproofing,0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.3.2,CON-B04-WT-1210,Backfilling works (B04) (Water Tank),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUB.F,CON-B01-FOOT-1110,Bitumen Ins. for RC Raft & Footings (B01) (footing),238065.85,0,0,238065.85
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUB.F,CON-B02-FOOT-1110,Bitumen Ins. for RC Raft & Footings (B02) (footing),126906.9,0,0,126906.9
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUB.F,CON-B03-FOOT-1110,Bitumen Ins. for RC Raft & Footings (B03) (footing),137661.66,0,0,137661.66
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.1,CON-B04-FOOT-1110,Bitumen Ins. for RC Raft & Footings (B04) (footing),181365.6,0,0,181365.6
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUB.2ndB.SOG,CON-B01-SOG-1030,Blinding Concrete works (B01) (Sog),984372.71,0,0,984372.71
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUB.2ndB.1,CON-B02-SOG-1030,Blinding Concrete works (B02) (Sog),519532.71,0,0,519532.71
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUB.2ndB.SOG,CON-B03-SOG-1030,Blinding Concrete works (B03) (sog),231910.41,0,0,231910.41
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.3.1,CON-B04-SOG-1030,Blinding Concrete works (B04) (Sog),450108.17,0,0,450108.17
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.3.2,CON-B04-WT-1190,Clearing Surface & Insulation for Inner Side (B04) (Water Tank),283500,0,0,283500
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.3.2,CON-B04-WT-1010,Compaction of Soil (B04) (Water Tank),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.KD.MI,KD-MS-1010,Contract Agreement,0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUB.F,CON-B01-FOOT-1100,Curing & Deshuttering for RC Raft & Footings (B01) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUB.F,CON-B02-FOOT-1100,Curing & Deshuttering for RC Raft & Footings (B02) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUB.F,CON-B03-FOOT-1100,Curing & Deshuttering for RC Raft & Footings (B03) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.1,CON-B04-FOOT-1100,Curing & Deshuttering for RC Raft & Footings (B04) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.3.2,CON-B04-WT-1090,Curing & Deshuttering for RC Raft (B04) (Water Tank),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.3.2,CON-B04-WT-1140,Curing & Deshuttering for Walls (B04) (Water Tank),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.3.2,CON-B04-WT-1180,Curing & Desmantling Formwork for Top Slab (B04) (Water Tank),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUB.2ndB.SOG,CON-B01-SOG-1060,Curing & Smoothing Surface for S.O.G (B01) (Sog),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUB.2ndB.1,CON-B02-SOG-1060,Curing & Smoothing Surface for S.O.G (B02) (Sog),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUB.2ndB.SOG,CON-B03-SOG-1060,Curing & Smoothing Surface for S.O.G (B03) (sog),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.3.1,CON-B04-SOG-1060,Curing & Smoothing Surface for S.O.G (B04) (Sog),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUB.1stB,CON-B01-BAS01-1150,Curing for  Ramps & Stairs (B01) (Bas 01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.2,CON-B04-BAS01-1150,Curing for  Ramps & Stairs (B04) (Bas 01),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.3,CON-B04-BAS02-1150,Curing for  Ramps & Stairs (B04) (Bas 02),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUB.F,CON-B01-FOOT-1020,Curing for PC Raft (B01) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUB.F,CON-B02-FOOT-1020,Curing for PC Raft (B02) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUB.F,CON-B03-FOOT-1020,Curing for PC Raft (B03) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.1,CON-B04-FOOT-1020,Curing for PC Raft (B04) (footing),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.3.2,CON-B04-WT-1040,Curing for PC Raft (B04) (Water Tank),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUB.2ndB,123456,Curing for Ramps & Stairs (B01) (Bas 02),0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.RF,CON-B01-9TH-1070,"Curing for Slabs, Beams  (B01) (RF)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUP.RF,CON-B02-RF-1070,"Curing for Slabs, Beams  (B02) (RF)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUP.RF,CON-B03-RF-1070,"Curing for Slabs, Beams  (B03) (RF)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.RF,CON-B04-RF-1070,"Curing for Slabs, Beams  (B04) (RF)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.1stF,CON-B01-1ST-1070,"Curing for Slabs, Beams & Stairs (B01) (1st)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.2ndF,CON-B01-2ND-1070,"Curing for Slabs, Beams & Stairs (B01) (2nd)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.4thF,CON-B01-4TH-1070,"Curing for Slabs, Beams & Stairs (B01) (4th)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.5thF,CON-B01-5TH-1070,"Curing for Slabs, Beams & Stairs (B01) (5th)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.6thF,CON-B01-6TH-1070,"Curing for Slabs, Beams & Stairs (B01) (6th)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.7thF,CON-B01-7TH-1070,"Curing for Slabs, Beams & Stairs (B01) (7th)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.8thF,CON-B01-8TH-1070,"Curing for Slabs, Beams & Stairs (B01) (8th)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.GF,CON-B01-GR-1100,"Curing for Slabs, Beams & Stairs (B01) (GR)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUP.1stF,CON-B02-1ST-1070,"Curing for Slabs, Beams & Stairs (B02) (1st)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUP.2ndF,CON-B02-2ND-1070,"Curing for Slabs, Beams & Stairs (B02) (2nd)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUP.3rdF,CON-B02-3RD-1070,"Curing for Slabs, Beams & Stairs (B02) (3rd)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUP.4thF,CON-B02-4TH-1070,"Curing for Slabs, Beams & Stairs (B02) (4th)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUB.2ndB,CON-B02-BAS02-1090,"Curing for Slabs, Beams & Stairs (B02) (Bas 02)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUP.1stF,CON-B03-1ST-1070,"Curing for Slabs, Beams & Stairs (B03) (1st)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUP.2ndF,CON-B03-2ND-1070,"Curing for Slabs, Beams & Stairs (B03) (2nd)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUP.3rdF,CON-B03-3RD-1070,"Curing for Slabs, Beams & Stairs (B03) (3rd)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUP.4thF,CON-B03-4TH-1070,"Curing for Slabs, Beams & Stairs (B03) (4th)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUB.1stB,CON-B03-BAS01-1100,"Curing for Slabs, Beams & Stairs (B03) (Bas 01)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUB.2ndB,CON-B03-BAS02-1090,"Curing for Slabs, Beams & Stairs (B03) (Bas 02)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUP.GF,CON-B03-GR-1100,"Curing for Slabs, Beams & Stairs (B03) (GR)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.1stF,CON-B04-1ST-1070,"Curing for Slabs, Beams & Stairs (B04) (1st)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.2ndF,CON-B04-2ND-1070,"Curing for Slabs, Beams & Stairs (B04) (2nd)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.3rdF,CON-B04-3RD-1070,"Curing for Slabs, Beams & Stairs (B04) (3rd)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.4thF,CON-B04-4TH-1070,"Curing for Slabs, Beams & Stairs (B04) (4th)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.5thF,CON-B04-5TH-1070,"Curing for Slabs, Beams & Stairs (B04) (5th)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.6thF,CON-B04-6TH-1070,"Curing for Slabs, Beams & Stairs (B04) (6th)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.7thF,CON-B04-7TH-1070,"Curing for Slabs, Beams & Stairs (B04) (7th)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.8thF,CON-B04-8TH-1070,"Curing for Slabs, Beams & Stairs (B04) (8th)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.GF,CON-B04-GR-1100,"Curing for Slabs, Beams & Stairs (B04) (GR)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.3rdF,CON-B01-3RD-1070,"Curing for Slabs, Beams & Stairs(B01) (3rd)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUB.1stB,CON-B01-BAS01-1120,"Curing for Slabs, Beams (B01) (Bas 01)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.2,CON-B04-BAS01-1130,"Curing for Slabs, Beams (B04) (Bas 01)",0,0,0,0
